Name,BSE Code,NSE Code,Industry Group,Industry
Dynamic Industri,524818,,Chemicals & Petrochemicals,Specialty Chemicals
Shetron,526137,,Industrial Products,Packaging
Moschip Tech.,532407,MOSCHIP,IT - Hardware,Computers Hardware & Equipments
Meera Industries,540519,,Industrial Manufacturing,Industrial Products
Ratnaveer Precis,543978,RATNAVEER,Industrial Products,Iron & Steel Products
Krystal Integrat,544149,KRYSTAL,Commercial Services & Supplies,Diversified Commercial Services
P & G Hygiene,500459,PGHH,Personal Products,Personal Care
GP Eco Solutions,,GPECO,Electrical Equipment,Other Electrical Equipment
Power Mech Proj.,539302,POWERMECH,Construction,Civil Construction
Nalwa Sons Invst,532256,NSIL,Finance,Investment Company
Zinema Media,538579,,Commercial Services & Supplies,Trading & Distributors
Capital Small,544120,CAPITALSFB,Banks,Other Bank
Taurian MPS,,TAURIAN,Industrial Manufacturing,Industrial Products
Monte Carlo Fas.,538836,MONTECARLO,Textiles & Apparels,Garments & Apparels
Narmada Macplast,517431,,Industrial Products,Plastic Products - Industrial
Fruition Venture,538568,,Commercial Services & Supplies,Trading & Distributors
GPT Infraproject,533761,GPTINFRA,Construction,Civil Construction
Denta Water,544345,DENTA,Other Utilities,Water Supply & Management
Exim Routes,,EXIMROUTES,"Paper, Forest & Jute Products",Paper & Paper Products
Guj.St.Petronet,532702,GSPL,Gas,Gas Transmission/Marketing
Vaidya Sane,,MADHAVBAUG,Healthcare Equipment & Supplies,Medical Equipment & Supplies
Blue Dart Expres,526612,BLUEDART,Transport Services,Logistics Solution Provider
Jayabharat Cred.,501311,,Finance,Non Banking Financial Company (NBFC)
Mahalaxmi Rubtec,514450,MHLXMIRU,Textiles & Apparels,Other Textile Products
Supertech EV,544428,,Automobiles,2/3 Wheelers
FDC,531599,FDC,Pharmaceuticals & Biotechnology,Pharmaceuticals
Vruddhi Engineer,544157,,Industrial Manufacturing,Industrial Products
Mercantile Vent.,538942,,Commercial Services & Supplies,Diversified Commercial Services
Abhishek Finle.,538935,,Finance,Non Banking Financial Company (NBFC)
Arigato Universe,530267,,Industrial Manufacturing,Industrial Products
Krsnaa Diagnost.,543328,KRSNAA,Healthcare Services,Healthcare Service Provider
Avro India,543512,AVROIND,Consumer Durables,Plastic Products - Consumer
IDream Film,504375,,IT - Software,Computers - Software & Consulting
Vardhman Hold.,500439,VHL,Finance,Investment Company
EFC (I),512008,EFCIL,Commercial Services & Supplies,Diversified Commercial Services
Aakaar Medical,,AAKAAR,Personal Products,Personal Care
Spel Semiconduct,517166,,Electrical Equipment,Other Electrical Equipment
Jasch Gauging,544112,,Industrial Manufacturing,Industrial Products
DSM Fresh,544568,,Food Products,Meat Products including Poultry
Bengal & Assam,533095,,Finance,Non Banking Financial Company (NBFC)
Ambica Agarbat.,532335,AMBICAAGAR,Household Products,Household Products
R J Shah & Co,509845,,Realty,"Residential, Commercial Projects"
Dynacons Sys.,532365,DSSL,IT - Services,IT Enabled Services
Mahindra Life.,532313,MAHLIFE,Realty,"Residential, Commercial Projects"
B & A,508136,,Agricultural Food & other Products,Tea & Coffee
Tsf Investments,,TSFINV,Finance,Investment Company
Nuvoco Vistas,543334,NUVOCO,Cement & Cement Products,Cement & Cement Products
TGIF Agribusines,544175,,Agricultural Food & other Products,Other Agricultural Products
T & I Global,522294,,Industrial Manufacturing,Industrial Products
Regal Entertain.,531033,,Finance,Non Banking Financial Company (NBFC)
Sundrop Brands,500215,SUNDROP,Agricultural Food & other Products,Edible Oil
Emergent Indust.,506180,,Metals & Minerals Trading,Trading - Metals
Steel City Sec.,,STEELCITY,Capital Markets,Stockbroking & Allied
EIH,500840,EIHOTEL,Leisure Services,Hotels & Resorts
Koura Fine Diamo,544139,,Consumer Durables,"Gems, Jewellery And Watches"
FlySBS Aviation,,FLYSBS,Transport Services,Airline
Le Lavoir,539814,,Commercial Services & Supplies,Trading & Distributors
KMF Builders,531578,,Realty,"Residential, Commercial Projects"
Arihant Capital,511605,ARIHANTCAP,Capital Markets,Stockbroking & Allied
Deccan Cements,502137,DECCANCE,Cement & Cement Products,Cement & Cement Products
Gopal Snacks,544140,GOPAL,Food Products,Packaged Foods
Alembic Pharma,533573,APLLTD,Pharmaceuticals & Biotechnology,Pharmaceuticals
Anupam Finserv,530109,,Finance,Non Banking Financial Company (NBFC)
Rajputana Invest,539090,,Finance,Non Banking Financial Company (NBFC)
Hardwyn India,541276,HARDWYN,Consumer Durables,"Furniture, Home Furnishing"
Beacon Trust.,,BEACON,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries"
Emk.Global Fin.,532737,EMKAY,Capital Markets,Stockbroking & Allied
Guj.Nat.Resour.,513536,,Oil,Oil Exploration & Production
Southern Infocon,540174,,IT - Software,Computers - Software & Consulting
Sunrest Lifescie,,SUNREST,Pharmaceuticals & Biotechnology,Pharmaceuticals
ADF Foods,519183,ADFFOODS,Food Products,Packaged Foods
Texel Industries,526638,,Industrial Products,Plastic Products - Industrial
Shree Ganesh Rem,540737,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Jindal Saw,500378,JINDALSAW,Industrial Products,Iron & Steel Products
Prism Johnson,500338,PRSMJOHNSN,Cement & Cement Products,Cement & Cement Products
Patil Automation,,PATILAUTOM,Industrial Manufacturing,Industrial Products
Ceejay Finance,530789,,Finance,Non Banking Financial Company (NBFC)
Rama Petrochem,500358,,Finance,Non Banking Financial Company (NBFC)
Sundram Fasten.,500403,SUNDRMFAST,Auto Components,Auto Components & Equipments
Wealth First Por,544536,WEALTH,Finance,Other Financial Services
Cil Securities,530829,,Finance,Non Banking Financial Company (NBFC)
Lloyds Engineeri,539992,LLOYDSENGG,Industrial Manufacturing,Industrial Products
International Ge,544311,IGIL,Commercial Services & Supplies,Diversified Commercial Services
Bombay Oxygen,509470,,Finance,Non Banking Financial Company (NBFC)
TVS Elec.,532513,TVSELECT,IT - Hardware,Computers Hardware & Equipments
Borosil Renew.,502219,BORORENEW,Industrial Products,Glass - Industrial
Aristo Bio-Tech,,ARISTO,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
KG Petrochem,531609,,Textiles & Apparels,Other Textile Products
B&B Triplewall,543668,BBTCL,Industrial Products,Packaging
Birla Corpn.,500335,BIRLACORPN,Cement & Cement Products,Cement & Cement Products
GRM Overseas,531449,GRMOVER,Agricultural Food & other Products,Other Agricultural Products
MOIL,533286,MOIL,Minerals & Mining,Industrial Minerals
Signpost India,544117,SIGNPOST,Media,Advertising & Media Agencies
Afcons Infrastr.,544280,AFCONS,Construction,Civil Construction
Crizac,544439,CRIZAC,Retailing,Internet & Catalogue Retail
TGV Sraac,507753,,Chemicals & Petrochemicals,Commodity Chemicals
Mayank Cattle Fo,544106,,Food Products,Animal Feed
Cochin Malabar,508571,,Auto Components,Tyres & Rubber Products
Sharda Motor,535602,SHARDAMOTR,Auto Components,Auto Components & Equipments
Qgo Finance,538646,,Finance,Non Banking Financial Company (NBFC)
Command Polymers,543843,,Industrial Products,Plastic Products - Industrial
Aptus Value Hou.,543335,APTUS,Finance,Housing Finance Company
Chatha Foods,544151,,Food Products,Packaged Foods
Amrutanjan Healt,590006,AMRUTANJAN,Pharmaceuticals & Biotechnology,Pharmaceuticals
Balmer Lawrie,523319,BALMLAWRIE,Diversified,Diversified
Bansal Wire Inds,544209,BANSALWIRE,Industrial Products,Iron & Steel Products
Wires & Fabriks,507817,,Textiles & Apparels,Other Textile Products
Neptune Logitek,544663,,Transport Services,Logistics Solution Provider
Crescentis Capital,511571,,Finance,Non Banking Financial Company (NBFC)
Kalyan Jewellers,543278,KALYANKJIL,Consumer Durables,"Gems, Jewellery And Watches"
REC Ltd,532955,RECLTD,Finance,Financial Institution
Leo Dryfruits,544329,,Food Products,Other Food Products
Sudarshan Pharma,543828,,Chemicals & Petrochemicals,Specialty Chemicals
Macpower CNC,,MACPOWER,Industrial Manufacturing,Industrial Products
Hit Kit Global,532359,,IT - Software,Software Products
Star Health Insu,543412,STARHEALTH,Insurance,General Insurance
Vikalp Securitie,531334,,Commercial Services & Supplies,Diversified Commercial Services
Pitti Engg.,513519,PITTIENG,Industrial Manufacturing,Industrial Products
Sasken Technol.,532663,SASKEN,IT - Services,IT Enabled Services
Dhampur Bio,543593,DBOL,Agricultural Food & other Products,Sugar
IITL Projects,531968,,Realty,"Residential, Commercial Projects"
Ador Welding,517041,ADOR,Industrial Products,Other Industrial Products
Le Travenues,544192,IXIGO,Leisure Services,"Tour, Travel Related Services"
Orbit Exports,512626,ORBTEXP,Textiles & Apparels,Other Textile Products
Enkei Wheels,533477,,Auto Components,Auto Components & Equipments
Rajapalayam Mill,532503,,Textiles & Apparels,Other Textile Products
Hexaware Tech.,544362,HEXT,IT - Software,Computers - Software & Consulting
Colinz Labs,531210,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Paradeep Phosph.,543530,PARADEEP,Fertilizers & Agrochemicals,Fertilizers
Globus Spirits,533104,GLOBUSSPR,Beverages,Breweries & Distilleries
IZMO,532341,IZMO,IT - Services,IT Enabled Services
Tata Inv.Corpn.,501301,TATAINVEST,Finance,Investment Company
Panorama Studios,539469,,Entertainment,"Film Production, Distribution & Exhibition"
Kaka Industries,543939,,Industrial Products,Plastic Products - Industrial
Uniphos Enter.,500429,UNIENTER,Chemicals & Petrochemicals,Trading - Chemicals
Saakshi Medtech,,SAAKSHI,Electrical Equipment,Other Electrical Equipment
Patel Chem,544460,,Chemicals & Petrochemicals,Specialty Chemicals
Punjab Chemicals,506618,PUNJABCHEM,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Creative Graphic,,CGRAPHICS,Industrial Products,Other Industrial Products
Tyroon Tea Co.,526945,,Agricultural Food & other Products,Tea & Coffee
Polysil Irrigati,,POLYSIL,Industrial Products,Plastic Products - Industrial
Prostarm Info,544410,PROSTARM,Electrical Equipment,Other Electrical Equipment
Kati patang Life,531126,,Beverages,Breweries & Distilleries
Gala Precis. Eng,544244,GALAPREC,Industrial Manufacturing,Industrial Products
Mohit Paper Mill,530169,,"Paper, Forest & Jute Products",Paper & Paper Products
Neogen Chemicals,542665,NEOGEN,Chemicals & Petrochemicals,Specialty Chemicals
Icodex Publish.,544483,,IT - Services,IT Enabled Services
Yatra Online,543992,YATRA,Leisure Services,"Tour, Travel Related Services"
Thomas Scott,533941,THOMASCOTT,Textiles & Apparels,Garments & Apparels
Bhansali Engg.,500052,BEPL,Chemicals & Petrochemicals,Specialty Chemicals
Ganges Securitie,540647,GANGESSECU,Agricultural Food & other Products,Tea & Coffee
Shri Hare-Krish.,,SHKSIL,Ferrous Metals,Sponge Iron
Jaro Institute,544534,JARO,Other Consumer Services,E-Learning
Tirupati Starch,524582,,Food Products,Other Food Products
Gayatri BioOrga.,524564,,Chemicals & Petrochemicals,Commodity Chemicals
Robust Hotels,543901,RHL,Leisure Services,Hotels & Resorts
Suryo Foods,519604,,Food Products,Packaged Foods
Mahindra Holiday,533088,MHRIL,Leisure Services,Hotels & Resorts
M & B Engineer.,544470,MBEL,Construction,Civil Construction
Sathlokhar Sys.,,SSEGL,Construction,Civil Construction
Sukhjit Starch,524542,SUKHJITS,Agricultural Food & other Products,Other Agricultural Products
AMJ Land Holdin.,500343,AMJLAND,Realty,"Residential, Commercial Projects"
Maan Aluminium,532906,MAANALU,Non - Ferrous Metals,Aluminium
Sanstar,544217,SANSTAR,Agricultural Food & other Products,Other Agricultural Products
Sh. Hari Chem.,524336,,Chemicals & Petrochemicals,Commodity Chemicals
C K K Retail,,CKKRETAIL,Agricultural Food & other Products,Sugar
Arisinfra Solu.,544419,ARIS,Other Construction Materials,Other Construction Materials
Kalyani Steels,500235,KSL,Industrial Products,Iron & Steel Products
Rubfila Intl.,500367,RUBFILA,Industrial Products,Rubber
Loyal Equipments,539227,,Industrial Manufacturing,Industrial Products
Uniroyal Ind,521226,,Textiles & Apparels,Other Textile Products
Genus Power,530343,GENUSPOWER,Electrical Equipment,Other Electrical Equipment
Readymix Cons.,,READYMIX,Construction,Civil Construction
Shukra Pharma.,524632,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Libord Finance,511593,,Finance,Non Banking Financial Company (NBFC)
Magadh Sugar,540650,MAGADSUGAR,Agricultural Food & other Products,Sugar
Disha Resources,531553,,Commercial Services & Supplies,Diversified Commercial Services
Gabriel Pet,544108,,Industrial Products,Other Industrial Products
J Kumar Infra,532940,JKIL,Construction,Civil Construction
Dhanalaxmi Roto,521216,,Textiles & Apparels,Other Textile Products
Dynamic Cables,540795,DYCL,Industrial Products,Cables - Electricals
Jubilant Food.,533155,JUBLFOOD,Leisure Services,Restaurants
NOCIL,500730,NOCIL,Chemicals & Petrochemicals,Specialty Chemicals
Indraprastha Gas,532514,IGL,Gas,LPG/CNG/PNG/LNG Supplier
Borosil Scienti.,544184,BOROSCI,Industrial Products,Glass - Industrial
GTT Data,530457,,IT - Software,Computers - Software & Consulting
Everlon Fin.,514358,,Finance,Non Banking Financial Company (NBFC)
Munjal Auto Inds,520059,MUNJALAU,Auto Components,Auto Components & Equipments
NIIT Learning,543952,NIITMTS,Other Consumer Services,Education
Indo-City Info.,532100,,IT - Software,Software Products
Athena Global,517429,,IT - Software,Computers - Software & Consulting
Prabha Energy,544379,PRABHA,Oil,Oil Exploration & Production
Guj Inds. Power,517300,GIPCL,Power,Power Generation
Godfrey Phillips,500163,GODFRYPHLP,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
Nitiraj Engineer,,NITIRAJ,Consumer Durables,Consumer Electronics
FGP,500142,,Finance,Non Banking Financial Company (NBFC)
Balu Forge,531112,BALUFORGE,Industrial Products,Castings & Forgings
Bharat Bhushan,511501,,Finance,Other Financial Services
Gravita India,533282,GRAVITA,Minerals & Mining,Industrial Minerals
Filtra Consult.,539098,,Other Utilities,Other Utilities
Savita Oil Tech,524667,SOTL,Petroleum Products,Lubricants
Atul Auto,531795,ATULAUTO,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
Action Const.Eq.,532762,ACE,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
Jana Small Finan,544118,JSFB,Banks,Other Bank
Rekvina Labs,526075,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Tata Chemicals,500770,TATACHEM,Chemicals & Petrochemicals,Commodity Chemicals
Dhanuka Agritech,507717,DHANUKA,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Marble City,531281,,Other Construction Materials,Other Construction Materials
Exide Inds.,500086,EXIDEIND,Auto Components,Auto Components & Equipments
NMDC Steel,543768,NSLNISP,Ferrous Metals,Iron & Steel
Vigor Plast,,VIGOR,Industrial Products,Plastic Products - Industrial
DCM Shriram Inds,523369,DCMSRIND,Agricultural Food & other Products,Sugar
Adarsh Plant,526711,,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Gokaldas Exports,532630,GOKEX,Textiles & Apparels,Garments & Apparels
Amba Enterprises,539196,,Electrical Equipment,Other Electrical Equipment
Hardcast.& Waud,509597,,Chemicals & Petrochemicals,Specialty Chemicals
VLS Finance,511333,VLSFINANCE,Finance,Investment Company
Sangani Hospital,,SANGANI,Healthcare Services,Hospital
United Polyfab,,UNITEDPOLY,Textiles & Apparels,Other Textile Products
S P I C,590030,SPIC,Fertilizers & Agrochemicals,Fertilizers
RTCL,531552,,Realty,"Residential, Commercial Projects"
Kitex Garments,521248,KITEX,Textiles & Apparels,Garments & Apparels
Banganga Paper,512025,,Commercial Services & Supplies,Diversified Commercial Services
Pro CLB,540703,,Commercial Services & Supplies,Consulting Services
Party Cruisers,,PARTYCRUS,Other Consumer Services,Other Consumer Services
RBZ Jewellers Lt,544060,RBZJEWEL,Consumer Durables,"Gems, Jewellery And Watches"
Keynote Finan.,512597,KEYFINSERV,Capital Markets,Stockbroking & Allied
Amarjothi Spg.,521097,,Textiles & Apparels,Other Textile Products
Assoc.Alcohols,507526,ASALCBR,Beverages,Breweries & Distilleries
BKV Industries,519500,,Food Products,Packaged Foods
Arrow Greentech,516064,ARROWGREEN,Industrial Products,Packaging
K C P,590066,KCP,Cement & Cement Products,Cement & Cement Products
Fortune Interntl,530213,,Commercial Services & Supplies,Trading & Distributors
Mahanagar Gas,539957,MGL,Gas,LPG/CNG/PNG/LNG Supplier
Ramdevbaba Sol.,,RBS,Agricultural Food & other Products,Edible Oil
LWS Knitwear,531402,,Commercial Services & Supplies,Trading & Distributors
Agarwal Toughene,,AGARWALTUF,Industrial Products,Glass - Industrial
Antony Waste han,543254,AWHCL,Other Utilities,Waste Management
